flow_id,src_ip,src_port,dst_ip,dst_port,protocol,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,iat_mean,iat_std,iat_min,iat_max,first_seen,last_seen,duration,tcp_fin_count,tcp_syn_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,tcp_ece_count,tcp_cwr_count
127.0.0.1-1457-127.0.0.1-46688-tcp,127.0.0.1,1457,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.709e-06,0.0,1.709e-06,1.709e-06,0.007399875,0.007399875,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1911-tcp,127.0.0.1,46688,127.0.0.1,1911,tcp,1,58,58.0,0.0,58,58,3.916e-06,0.0,3.916e-06,3.916e-06,0.007403791,0.007403791,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1911-127.0.0.1-46688-tcp,127.0.0.1,1911,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.709e-06,0.0,1.709e-06,1.709e-06,0.0074055,0.0074055,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1927-tcp,127.0.0.1,46688,127.0.0.1,1927,tcp,1,58,58.0,0.0,58,58,3.583e-06,0.0,3.583e-06,3.583e-06,0.007409083,0.007409083,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1927-127.0.0.1-46688-tcp,127.0.0.1,1927,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.75e-06,0.0,1.75e-06,1.75e-06,0.007410833,0.007410833,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1619-tcp,127.0.0.1,46688,127.0.0.1,1619,tcp,1,58,58.0,0.0,58,58,3.125e-06,0.0,3.125e-06,3.125e-06,0.007413958,0.007413958,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1619-127.0.0.1-46688-tcp,127.0.0.1,1619,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.833e-06,0.0,1.833e-06,1.833e-06,0.007415791,0.007415791,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1206-tcp,127.0.0.1,46688,127.0.0.1,1206,tcp,1,58,58.0,0.0,58,58,3.709e-06,0.0,3.709e-06,3.709e-06,0.0074195,0.0074195,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1206-127.0.0.1-46688-tcp,127.0.0.1,1206,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.333e-06,0.0,2.333e-06,2.333e-06,0.007421833,0.007421833,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-946-tcp,127.0.0.1,46688,127.0.0.1,946,tcp,1,58,58.0,0.0,58,58,4e-06,0.0,4e-06,4e-06,0.007425833,0.007425833,0.0,0,0,0,0,0,0,0,0
127.0.0.1-946-127.0.0.1-46688-tcp,127.0.0.1,946,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.708e-06,0.0,1.708e-06,1.708e-06,0.007427541,0.007427541,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1845-tcp,127.0.0.1,46688,127.0.0.1,1845,tcp,1,58,58.0,0.0,58,58,3.542e-06,0.0,3.542e-06,3.542e-06,0.007431083,0.007431083,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1845-127.0.0.1-46688-tcp,127.0.0.1,1845,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.667e-06,0.0,1.667e-06,1.667e-06,0.00743275,0.00743275,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1485-tcp,127.0.0.1,46688,127.0.0.1,1485,tcp,1,58,58.0,0.0,58,58,3.25e-06,0.0,3.25e-06,3.25e-06,0.007436,0.007436,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1485-127.0.0.1-46688-tcp,127.0.0.1,1485,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.666e-06,0.0,1.666e-06,1.666e-06,0.007437666,0.007437666,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-933-tcp,127.0.0.1,46688,127.0.0.1,933,tcp,1,58,58.0,0.0,58,58,2.917e-06,0.0,2.917e-06,2.917e-06,0.007440583,0.007440583,0.0,0,0,0,0,0,0,0,0
127.0.0.1-933-127.0.0.1-46688-tcp,127.0.0.1,933,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.667e-06,0.0,1.667e-06,1.667e-06,0.00744225,0.00744225,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1338-tcp,127.0.0.1,46688,127.0.0.1,1338,tcp,1,58,58.0,0.0,58,58,3.291e-06,0.0,3.291e-06,3.291e-06,0.007445541,0.007445541,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1338-127.0.0.1-46688-tcp,127.0.0.1,1338,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.667e-06,0.0,1.667e-06,1.667e-06,0.007447208,0.007447208,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-181-tcp,127.0.0.1,46688,127.0.0.1,181,tcp,1,58,58.0,0.0,58,58,3.5e-06,0.0,3.5e-06,3.5e-06,0.007450708,0.007450708,0.0,0,0,0,0,0,0,0,0
127.0.0.1-181-127.0.0.1-46688-tcp,127.0.0.1,181,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.667e-06,0.0,1.667e-06,1.667e-06,0.007452375,0.007452375,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1082-tcp,127.0.0.1,46688,127.0.0.1,1082,tcp,1,58,58.0,0.0,58,58,3.416e-06,0.0,3.416e-06,3.416e-06,0.007455791,0.007455791,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1082-127.0.0.1-46688-tcp,127.0.0.1,1082,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.709e-06,0.0,1.709e-06,1.709e-06,0.0074575,0.0074575,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1724-tcp,127.0.0.1,46688,127.0.0.1,1724,tcp,1,58,58.0,0.0,58,58,3.166e-06,0.0,3.166e-06,3.166e-06,0.007460666,0.007460666,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1724-127.0.0.1-46688-tcp,127.0.0.1,1724,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.667e-06,0.0,1.667e-06,1.667e-06,0.007462333,0.007462333,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-781-tcp,127.0.0.1,46688,127.0.0.1,781,tcp,1,58,58.0,0.0,58,58,3.75e-06,0.0,3.75e-06,3.75e-06,0.007466083,0.007466083,0.0,0,0,0,0,0,0,0,0
127.0.0.1-781-127.0.0.1-46688-tcp,127.0.0.1,781,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.917e-06,0.0,1.917e-06,1.917e-06,0.007468,0.007468,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-126-tcp,127.0.0.1,46688,127.0.0.1,126,tcp,1,58,58.0,0.0,58,58,3.208e-06,0.0,3.208e-06,3.208e-06,0.007471208,0.007471208,0.0,0,0,0,0,0,0,0,0
127.0.0.1-126-127.0.0.1-46688-tcp,127.0.0.1,126,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.625e-06,0.0,1.625e-06,1.625e-06,0.007472833,0.007472833,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-652-tcp,127.0.0.1,46688,127.0.0.1,652,tcp,1,58,58.0,0.0,58,58,3.292e-06,0.0,3.292e-06,3.292e-06,0.007476125,0.007476125,0.0,0,0,0,0,0,0,0,0
127.0.0.1-652-127.0.0.1-46688-tcp,127.0.0.1,652,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.458e-06,0.0,2.458e-06,2.458e-06,0.007478583,0.007478583,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-1395-tcp,127.0.0.1,46688,127.0.0.1,1395,tcp,1,58,58.0,0.0,58,58,4e-06,0.0,4e-06,4e-06,0.007482583,0.007482583,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1395-127.0.0.1-46688-tcp,127.0.0.1,1395,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.625e-06,0.0,1.625e-06,1.625e-06,0.007484208,0.007484208,0.0,0,0,0,0,0,0,0,0
