flow_id,src_ip,src_port,dst_ip,dst_port,protocol,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,iat_mean,iat_std,iat_min,iat_max,first_seen,last_seen,duration,tcp_fin_count,tcp_syn_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,tcp_ece_count,tcp_cwr_count
127.0.0.1-342-127.0.0.1-41003-tcp,127.0.0.1,342,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.791e-06,0.0,1.791e-06,1.791e-06,0.004207283,0.004207283,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-201-tcp,127.0.0.1,41003,127.0.0.1,201,tcp,1,58,58.0,0.0,58,58,3.042e-06,0.0,3.042e-06,3.042e-06,0.004210325,0.004210325,0.0,0,0,0,0,0,0,0,0
127.0.0.1-201-127.0.0.1-41003-tcp,127.0.0.1,201,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.333e-06,0.0,1.333e-06,1.333e-06,0.004211658,0.004211658,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1102-tcp,127.0.0.1,41003,127.0.0.1,1102,tcp,1,58,58.0,0.0,58,58,2.917e-06,0.0,2.917e-06,2.917e-06,0.004214575,0.004214575,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1102-127.0.0.1-41003-tcp,127.0.0.1,1102,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.625e-06,0.0,1.625e-06,1.625e-06,0.0042162,0.0042162,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1988-tcp,127.0.0.1,41003,127.0.0.1,1988,tcp,1,58,58.0,0.0,58,58,3.375e-06,0.0,3.375e-06,3.375e-06,0.004219575,0.004219575,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1988-127.0.0.1-41003-tcp,127.0.0.1,1988,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.375e-06,0.0,1.375e-06,1.375e-06,0.00422095,0.00422095,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1651-tcp,127.0.0.1,41003,127.0.0.1,1651,tcp,1,58,58.0,0.0,58,58,2.958e-06,0.0,2.958e-06,2.958e-06,0.004223908,0.004223908,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1651-127.0.0.1-41003-tcp,127.0.0.1,1651,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.5e-06,0.0,1.5e-06,1.5e-06,0.004225408,0.004225408,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-169-tcp,127.0.0.1,41003,127.0.0.1,169,tcp,1,58,58.0,0.0,58,58,2.958e-06,0.0,2.958e-06,2.958e-06,0.004228366,0.004228366,0.0,0,0,0,0,0,0,0,0
127.0.0.1-169-127.0.0.1-41003-tcp,127.0.0.1,169,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.458e-06,0.0,1.458e-06,1.458e-06,0.004229824,0.004229824,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-9-tcp,127.0.0.1,41003,127.0.0.1,9,tcp,1,58,58.0,0.0,58,58,3.834e-06,0.0,3.834e-06,3.834e-06,0.004233658,0.004233658,0.0,0,0,0,0,0,0,0,0
127.0.0.1-9-127.0.0.1-41003-tcp,127.0.0.1,9,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.625e-06,0.0,1.625e-06,1.625e-06,0.004235283,0.004235283,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1053-tcp,127.0.0.1,41003,127.0.0.1,1053,tcp,1,58,58.0,0.0,58,58,1.1041e-05,0.0,1.1041e-05,1.1041e-05,0.004246324,0.004246324,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1053-127.0.0.1-41003-tcp,127.0.0.1,1053,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.667e-06,0.0,1.667e-06,1.667e-06,0.004247991,0.004247991,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1338-tcp,127.0.0.1,41003,127.0.0.1,1338,tcp,1,58,58.0,0.0,58,58,3.458e-06,0.0,3.458e-06,3.458e-06,0.004251449,0.004251449,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1338-127.0.0.1-41003-tcp,127.0.0.1,1338,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.416e-06,0.0,1.416e-06,1.416e-06,0.004252865,0.004252865,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-196-tcp,127.0.0.1,41003,127.0.0.1,196,tcp,1,58,58.0,0.0,58,58,3.75e-06,0.0,3.75e-06,3.75e-06,0.004256615,0.004256615,0.0,0,0,0,0,0,0,0,0
127.0.0.1-196-127.0.0.1-41003-tcp,127.0.0.1,196,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.459e-06,0.0,1.459e-06,1.459e-06,0.004258074,0.004258074,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1857-tcp,127.0.0.1,41003,127.0.0.1,1857,tcp,1,58,58.0,0.0,58,58,2.833e-06,0.0,2.833e-06,2.833e-06,0.004260907,0.004260907,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1857-127.0.0.1-41003-tcp,127.0.0.1,1857,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.417e-06,0.0,1.417e-06,1.417e-06,0.004262324,0.004262324,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-598-tcp,127.0.0.1,41003,127.0.0.1,598,tcp,1,58,58.0,0.0,58,58,3.708e-06,0.0,3.708e-06,3.708e-06,0.004266032,0.004266032,0.0,0,0,0,0,0,0,0,0
127.0.0.1-598-127.0.0.1-41003-tcp,127.0.0.1,598,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.541e-06,0.0,1.541e-06,1.541e-06,0.004267573,0.004267573,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1101-tcp,127.0.0.1,41003,127.0.0.1,1101,tcp,1,58,58.0,0.0,58,58,3.125e-06,0.0,3.125e-06,3.125e-06,0.004270698,0.004270698,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1101-127.0.0.1-41003-tcp,127.0.0.1,1101,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.542e-06,0.0,1.542e-06,1.542e-06,0.00427224,0.00427224,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1199-tcp,127.0.0.1,41003,127.0.0.1,1199,tcp,1,58,58.0,0.0,58,58,3.042e-06,0.0,3.042e-06,3.042e-06,0.004275282,0.004275282,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1199-127.0.0.1-41003-tcp,127.0.0.1,1199,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.625e-06,0.0,1.625e-06,1.625e-06,0.004276907,0.004276907,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-270-tcp,127.0.0.1,41003,127.0.0.1,270,tcp,1,58,58.0,0.0,58,58,3.083e-06,0.0,3.083e-06,3.083e-06,0.00427999,0.00427999,0.0,0,0,0,0,0,0,0,0
127.0.0.1-270-127.0.0.1-41003-tcp,127.0.0.1,270,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.458e-06,0.0,1.458e-06,1.458e-06,0.004281448,0.004281448,0.0,0,0,0,0,0,0,0,0
